question,out-of-scope,question_note,human_answer,invalid_human_answer,answer_note
Can someone explain the Concur workflow to me?,in-scope,,"Approvals:
ib2022: up to $2500
rh2611: $2501-$15,000
brr2127: $15,001-$30,000",Valid,
How do I handle the Concur reimbursement for my expenses?,in-scope,,Student can create her own expense report in Concur or assign you as her Delegate to process report in Concur.,Valid,
I need to attach a missing affidavit after a report was returned. The Missing Receipt Affidavit isn't available. What should I do?,in-scope,,"Hi Maisem,
Delegates cannot perform the Missing Receipt Affidavit, it is only available to the account owner. Please instruct Radhika to complete this task.
Let me know if you have other questions. Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127 ",Valid,
What can I do regarding Report Key: 225008?,asking for individual status,,Payment Date 12/14/2023 Pay   Reference 2001220990,External individual's record,
Why isn't my student profile showing up in Concur?,asking for individual status,,Pulled up using the student's full first name.,External individual's record,
Can you help me reconcile or dispute a charge on my corporate card? I don't recognize a reservation. How was it made?,asking for individual status,,"Hi Celeste,
I don't see the charge in your Concur account. 
Let me know if you have other questions. Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",External individual's record,
What's going on with Vendor ID 0000259521 not showing up in Concur? It was created on 11/30 but isn't populating.,in-scope,,I took another look at the profile when we hung up. This vendor is set up to receive wire payments and Concur is not set up to pay via wire. You will have to process this via a wire request in ARC.,Valid,
I can't log into Concur to create a Pre-trip Expense because my Concur access has expired. What should I do?,in-scope,,"Hi Maryann,
Per Ian's note, i'm going to extend Anirbaan's access till 1/15/2024.

Let me know if you have other questions. Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Valid,
"Is reimbursement for a doctor's relocation, including all flight tickets, considered a travel or business expense? Also, when reimbursing for flights, do we select airfare?",in-scope,,Jobaid on how to process expense reports,Valid,
I have a general question about using Concur for expenses. Can someone guide me?,in-scope,,"Joni,
Try to assign the last itinerary NY San Franciso
https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Per_Diem.pdf
If you still receive the overlaping issue you need to do the per diem manual calculation instead of using the itinerary option
The last two pages shows how to do that
Thanks",Valid,
Why can't user mjs2427 process reimbursement? They can't find the non-profile payee. What can be done?,asking for individual status,,"Hi Hameer,
Active Concur users has to submit their own expense reports. Delegates cannot submit report on behalf of another active Concur user.
Let me know if you have other questions. Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",External individual's record,
"I need help with the expense report for dz2477, Report Key: 234514.",asking for individual status,,Payee has to recall the report for further edits,External individual's record,
"I'm wondering if Dr. James A. Reiffel, who is emeritus faculty, uses Concur, or if we need to submit expenses on his behalf.",in-scope,,Vendor's profile needs to be reactivated,Valid,
"I need to receive a refund for some expenses I incurred during my volunteer activity in the REAP course at Bedford prison. I traveled by train and used a taxi, and I believe the university should reimburse me. I've been in contact with Hattie Betsul about this process.",in-scope,,"Giorgia,
Expense reimbursement is processed by the department you did business with. So please reach out to your contact person in the department
Thanks",Valid,
"I've been unable to log in to the Concur system for the past few weeks to submit approval for the course I am teaching the week of January 8, 2024.",asking for individual status,,"Jordan ,
I see a position termination date of 06/01/2023 and that's why your concur access is inactive. If you have been rehired recently then you should wait until the employment deocument is processed and active PAC profile established
Thanks",External individual's record,
