question,out-of-scope,question_note,human_answer,invalid_human_answer,answer_note
How do I submit an expense report as a corporate cardholder? What are the steps for getting the necessary approvals?,in scope,,Submit expense report under profile of cardholder. Get Initial Reviewer and Financial Approver approval.,,
I need clarification on the reimbursement policy for expenses over 365 days old. Can I request an exception and how do I go about submitting it?,in scope,,"Per Columbia policy: ""Expense Reports must be submitted within 1 year (365 days) of the transaction date for business expenses. Failure to submit within 365 days will result in non-reimbursement of expenses.""
To request an exception to this policy: Expenses over 365 days old cannot be entered in Concur. Instead they should be submitted on a check request form through ARC with Senior Business Officer review and approval. The SBO approval can be done by attaching an email of approval from the SBO to the voucher request. The payee must provide an explanation for why the expenses were not submitted by the deadline. Central Accounts Payable will review the voucher and decide if the expenses can be reimbursed.
",,
I have an expense for uni rx2199. Could you please provide guidance on how to handle this?,asking for individual status/ capability limitation,,Document attached,,
"I am trying to reconcile an expense for Prof Navin Kartik (uni#nk2339), but an error message about a duplicate was generated. Can someone assist me with this issue?",asking for individual status/ capability limitation,,Since this was paid with a corporate card and the professor got reimbursed for the expense on the other expense report he will need to return those funds to Columbia. You should be able to submit the current report with a comment explaining what happened (the warning will continue to appear but will not prevent the submission of the report).,,
What category does the expense for 'Group Meal' fall under in my Concur report for UNI ky218?,in scope,,"here is the link to the Job Aid -
https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Group_Meals.pdf",,
"I want to understand the process of submitting an expense report after the deadline. I know I can submit it, but what happens in terms of payment and compliance with policies?",in scope,,Can continue to submit and have approved expense reports after tomorrow's deadline but they will not be paid in the current fiscal year. Will need to make sure to comply with the 120 day rule and any department policies regarding deadline to submit.,,
What is the status of my report with key 272610?,asking for individual status/ capability limitation,,"Report Key :272610
Pending Central A/P approval",,
Can you please follow up with Virgilio Tejada again about my expense report that is pending his approval? Tomorrow is the deadline for expense reports to be paid in the current fiscal year.,asking for individual status/ capability limitation,,"Pending Virgilio Tejada's approval. Please follow up with Virgilio again. 
Tomorrow's deadline is for expense reports to be paid in the current fiscal year.",,
I found that vendor 0000235982 is a Supplier profile and cannot be processed in Concur. What can I do about this?,in scope,,You can submit a Check Request in ARC and AP will review if this flight reimbursement will be reimbursable in ARC.,,
What is the process for the initial reviewer role in Concur?,in scope,,Directed to DA,,
Can you clarify the fiscal year end reimbursement process for me?,asking for individual status/ capability limitation,,"Concur Expense Reports must be submitted into workflow and receive departmental approval (both Supervisor / Initial Reviewer as well as Financial Approver, and if required, Senior Business Officer approval), with required supporting documentation, by 5:00 pm in order for Accounts Payable to review and pay in FY24.",,
